2	1	2	1	3	6	6	6	8	3
2	1	2	1	4	4	6	6	8	3
2	1	2	2	3	6	7	7	5	3
2	1	2	1	4	4	6	6	8	3
2	1	2	2	3	6	7	7	5	2
2	1	2	1	4	4	6	6	8	3
2	1	2	2	3	6	7	7	5	2
2	1	2	2	3	6	4	3	2	5
2	1	2	2	3	6	4	3	2	5
2	1	2	2	3	6	4	3	2	5
2	1	2	2	3	6	4	3	2	5
2	1	3	2	3	6	4	3	2	5
2	1	2	2	3	6	4	3	2	5
2	1	2	1	4	4	6	6	8	10
2	1	2	1	4	4	6	6	8	10
2	1	2	1	4	4	6	6	8	10
2	1	2	1	4	4	6	6	8	3
2	1	2	2	3	6	7	7	5	2
2	1	2	1	4	4	6	6	8	3
2	1	2	2	3	6	4	3	2	5
2	1	2	2	3	6	4	3	2	5
2	1	2	2	3	6	4	3	2	3
2	1	2	1	4	4	6	6	8	3
2	1	2	1	4	4	6	6	8	3
2	1	2	1	4	4	6	6	8	3
2	1	2	2	3	6	4	3	2	5
2	1	2	1	4	4	6	6	8	3
2	2	2	1	4	4	6	2	9	10
2	1	2	1	4	4	6	6	8	3
2	1	2	1	4	4	6	6	8	3
2	1	2	1	4	4	6	6	8	3
2	1	2	2	3	6	4	3	2	5
2	2	2	1	4	4	6	2	9	10
2	1	2	1	4	4	6	6	8	3
3	1	3	3	2	5	5	1	1	1
3	1	2	2	3	6	7	7	5	2
3	1	3	3	1	2	2	4	6	8
3	1	3	3	2	5	5	1	1	1
3	1	3	3	2	5	5	1	1	1
3	1	3	3	1	2	2	4	4	8
3	1	2	1	4	4	6	6	8	3
3	1	3	3	1	2	2	4	6	8
3	1	3	3	2	5	5	1	6	1
3	1	3	3	1	2	2	4	4	4
3	1	3	2	2	5	5	1	1	1
3	1	3	2	2	5	7	7	5	2
3	1	3	3	2	5	5	1	1	1
3	1	2	2	3	6	7	7	5	2
3	1	2	2	2	5	7	7	5	2
3	1	3	3	2	5	5	1	1	1
3	1	3	3	2	5	5	1	1	1
3	1	3	3	1	2	2	4	4	4
3	1	3	3	1	2	2	4	4	8
3	1	2	2	3	6	7	7	5	2
3	1	3	3	2	5	5	1	1	1
3	1	2	2	3	6	7	7	5	2
3	1	3	3	1	2	2	4	4	8
3	1	2	2	3	6	7	7	5	2
3	1	3	3	2	5	5	1	1	1
3	1	3	3	1	2	2	4	6	8
3	1	2	2	3	6	7	7	5	2
3	1	2	2	3	6	7	7	5	2
3	1	3	3	2	5	5	1	1	1
3	1	3	3	1	2	2	4	6	8
3	1	3	3	1	2	2	4	6	8
3	1	3	3	1	2	2	4	4	4
3	1	3	3	2	5	5	1	1	1
3	1	2	2	3	6	7	7	5	2
3	1	3	2	3	6	7	7	5	2
3	1	3	3	1	2	2	4	4	8
3	1	3	3	2	5	5	1	1	1
3	1	3	3	2	5	5	1	1	1
3	1	2	2	3	6	7	7	5	2
3	1	3	3	2	5	5	1	1	1
3	1	3	3	2	5	5	1	1	1
3	1	3	3	2	5	5	1	1	1
3	1	2	2	3	6	7	7	5	2
3	1	3	3	2	5	5	1	1	1
3	1	3	3	2	5	5	1	1	1
3	1	3	3	2	5	5	1	1	1
3	1	2	2	3	6	7	7	5	2
3	1	3	2	2	5	5	1	1	1
3	1	3	3	2	5	5	1	1	1
3	1	2	2	3	6	7	7	5	2
